银行卡号(KH),行别,简写,长度
621382023,鄄城包商村镇银行,鄄城包商,9
621382056,鄄城包商村镇银行,鄄城包商,9
621678213,开阳富民村镇银行,开阳富民,9
621682307,开远沪农商村镇银行,开远沪农,9
621382010,科尔沁包商村镇银行,科尔沁包,9
621382074,科尔沁包商村镇银行,科尔沁包,9
621635122,克拉玛依金龙国民村镇银行,克拉玛依,9
621635125,库车国民村镇银行,库车国民,9
621635123,奎屯国民村镇银行,奎屯国民,9
621355001,昆山鹿城村镇银行,昆山鹿城,9
621355051,昆山鹿城村镇银行,昆山鹿城,9
621356016,来安中银富登村镇银行,来安中银,9
621353119,兰州皋兰新华村镇银行,兰州皋兰,9
621353120,兰州七里河新华村镇银行,兰州七里,9
621353118,兰州永登新华村镇银行,兰州永登,9
621353003,郎溪新华村镇银行,郎溪新华,9
621353103,郎溪新华村镇银行,郎溪新华,9
621356009,老河口中银富登村镇银行,老河口中,9
621350002,乐平融兴村镇银行,乐平融兴,9
623589002,乐平融兴村镇银行,乐平融兴,9
621350007,耒阳融兴村镇银行,耒阳融兴,9
623589007,耒阳融兴村镇银行,耒阳融兴,9
621682209,澧县沪农商村镇银行,澧县沪农,9
621682203,醴陵沪农商村镇银行,醴陵沪农,9
621275121,溧阳浦发村镇银行,溧阳浦发,9
621682211,涟源沪农商村镇银行,涟源沪农,9
621383002,辽宁辰州汇通村镇银行,辽宁辰州,9
621383001,辽宁大石桥隆丰村镇银行,辽宁大石,9
621699005,辽宁黑山锦行村镇银行,辽宁黑山,9
621699003,辽宁义县祥和村镇银行,辽宁义县,9
621681002,辽宁彰武金通村镇银行,辽宁彰武,9
621682110,聊城沪农商村镇银行,聊城沪农,9
621682311,临沧临翔沪农商村镇银行,临沧临翔,9
621682208,临澧沪农商村镇银行,临澧沪农,9
621682111,临清沪农商村镇银行,临清沪农,9
621275261,临武浦发村镇银行,临武浦发,9
621356006,临邑中银富登村镇银行,临邑中银,9
621356019,临颍中银富登村镇银行,临颍中银,9
621687001,灵宝融丰村镇银行,灵宝融丰,9
621689001,柳江柳银村镇银行,柳江柳银,9
621637007,柳林汇泽村镇银行,柳林汇泽,9
621627009,龙泉驿稠州村镇银行,龙泉驿稠,9
621689005,陆川柳银村镇银行,陆川柳银,9
621382015,漯河市郾城包商村镇银行,漯河市郾,9
621382050,漯河市郾城包商村镇银行,漯河市郾,9
623143003,吕梁孝义汇通村镇银行,吕梁孝义,9
621635118,绿洲国民村镇银行,绿洲国民,9
621676013,茂名电白长江村镇银行,茂名电白,9
621399008,梅河口民生村镇银行,梅河口民,9
621393001,梅县客家村镇银行,梅县客家,9
621682306,蒙自沪农商村镇银行,蒙自沪农,9
621386004,孟州射阳村镇银行,孟州射阳,9
621682308,弥勒沪农商村镇银行,弥勒沪农,9
621275101,绵竹浦发村镇银行,绵竹浦发,9
623504003,民权德商村镇银行,民权德商,9
621382006,莫力达瓦包商村镇银行,莫力达瓦,9
621382052,莫力达瓦包商村镇银行,莫力达瓦,9
621678203,纳雍富民村镇银行,纳雍富民,9
621326979,南昌昌东九银村镇银行,南昌昌东,9
621675001,南昌大丰村镇银行,南昌大丰,9
621326969,南京六合九银村镇银行,南京六合,9
623604001,南京浦口靖发村镇银行,南京浦口,9
621635003,南宁江南国民村镇银行,南宁江南,9
621635103,南宁江南国民村镇银行,南宁江南,9
621392887,南阳村镇银行,南阳村镇,9
621356050,南漳中银富登村镇银行,南漳中银,9
621385663,内江兴隆村镇银行,内江兴隆,9
621275321,宁波海曙浦发村镇银行,宁波海曙,9
621635114,宁波市鄞州国民村镇银行,宁波市鄞,9
621356014,宁波镇海中银富登村镇银行,宁波镇海,9
621382002,宁城包商村镇银行,宁城包商,9
621382063,宁城包商村镇银行,宁城包商,9
621399023,宁国民生村镇银行,宁国民生,9
621356013,宁海中银富登村镇银行,宁海中银,9
621399017,宁晋民生村镇银行,宁晋民生,9
621382026,宁夏贺兰回商村镇银行,宁夏贺兰,9
621382055,宁夏贺兰回商村镇银行,宁夏贺兰,9
621682201,宁乡沪农商村镇银行,宁乡沪农,9
621682103,宁阳沪农商村镇银行,宁阳沪农,9
621399003,彭州民生村镇银行,彭州民生,9
621399014,蓬莱民生村镇银行,蓬莱民生,9
621635111,平果国民村镇银行,平果国民,9
621678001,萍乡安源富民村镇银行,萍乡安源,9
621265001,萍乡湘东黄海村镇银行,萍乡湘东,9
621356043,蒲城中银富登村镇银行,蒲城中银,9
621399021,普洱民生村镇银行,普洱民生,9
621356023,栖霞中银富登村镇银行,栖霞中银,9
621399005,綦江民生村镇银行,綦江民生,9
621356001,蕲春中银富登村镇银行,蕲春中银,9
621630002,迁安襄隆村镇银行,迁安襄隆,9
621356031,乾县中银富登村镇银行,乾县中银,9
621356010,潜江中银富登村镇银行,潜江中银,9
621635013,钦州市钦南国民村镇银行,钦州市钦,9
621635113,钦州市钦南国民村镇银行,钦州市钦,9
621316001,青岛胶南海汇村镇银行,青岛胶南,9
621653003,青岛莱西元泰村镇银行,青岛莱西,9
621056805,青岛崂山交银村镇银行,青岛崂山,9
621356005,青州中银富登村镇银行,青州中银,9
621630001,清河金农村镇银行,清河金农,9
621382020,清徐惠民村镇银行,清徐惠民,9
621382053,清徐惠民村镇银行,清徐惠民,9
623519533,庆阳市西峰瑞信村镇银行,庆阳市西,9
621635007,邛崃国民村镇银行,邛崃国民,9
621635107,邛崃国民村镇银行,邛崃国民,9
621650001,琼海国民村镇银行,琼海国民,9
621650101,琼海国民村镇银行,琼海国民,9
621356024,曲阜中银富登村镇银行,曲阜中银,9
621356015,全椒中银富登村镇银行,全椒中银,9
621697793,任丘村镇银行,任丘村镇,9
621682107,日照沪农商村镇银行,日照沪农,9
621326949,日照九银村镇银行,日照九银,9
621689002,融水柳银村镇银行,融水柳银,9
621682303,瑞丽沪农商村镇银行,瑞丽沪农,9
621630003,沙河襄通村镇银行,沙河襄通,9
621356045,沙洋中银富登村镇银行,沙洋中银,9
621399028,厦门翔安民生村镇银行,厦门翔安,9
621353109,山东博兴新华村镇银行,山东博兴,9
621368001,山东莒南村镇银行,山东莒南,9
623678353,山东临朐聚丰村镇银行,山东临朐,9
621250011,山东荣成汇丰村镇银行,山东荣成,9
621384001,山东邹平青隆村镇银行,山东邹平,9
621399001,上海松江民生村镇银行,上海松江,9
621356047,上饶中银富登村镇银行,上饶中银,9
621381001,韶山光大村镇银行,韶山光大,9
621350755,深圳宝安融兴村镇银行,深圳宝安,9
623589755,深圳宝安融兴村镇银行,深圳宝安,9
621347001,深圳福田银座村镇银行,深圳福田,9
621682003,深圳光明沪农商村镇银行,深圳光明,9
621346001,深圳龙岗鼎业村镇银行,深圳龙岗,9
621346251,深圳龙岗鼎业村镇银行,深圳龙岗,9
621681001,沈阳于洪永安村镇银行,沈阳于洪,9
621635106,石河子国民村镇银行,石河子国,9
621056803,石河子交银村镇银行,石河子交,9
621682210,石门沪农商村镇银行,石门沪农,9
621659009,舒兰吉银村镇银行,舒兰吉银,9
621682212,双峰沪农商村镇银行,双峰沪农,9
621659008,双辽吉银村镇银行,双辽吉银,9
621356012,松滋中银富登村镇银行,松滋中银,9
621682302,嵩明沪农商村镇银行,嵩明沪农,9
621356034,苏州吴江中银富登村镇银行,苏州吴江,9
621356032,睢宁中银富登村镇银行,睢宁中银,9
623504007,睢县德商村镇银行,睢县德商,9
621350014,遂宁安居融兴村镇银行,遂宁安居,9
623589014,遂宁安居融兴村镇银行,遂宁安居,9
621380001,遂平恒生村镇银行,遂平恒生,9
621399016,太仓民生村镇银行,太仓民生,9
621356046,太和中银富登村镇银行,太和中银,9
621682106,泰安沪农商村镇银行,泰安沪农,9
621356054,泰和中银富登村镇银行,泰和中银,9
621637009,唐县汇泽村镇银行,唐县汇泽,9
621399027,腾冲民生村镇银行,腾冲民生,9
621275341,天津宝坻浦发村镇银行,天津宝坻,9
623504010,天津滨海农村商业银行,天津滨海,9
621697813,天津华明村镇银行,天津华明,9
621382018,天津津南村镇银行,天津津南,9
621382070,天津津南村镇银行,天津津南,9
621353008,天津静海新华村镇银行,天津静海,9
621353108,天津静海新华村镇银行,天津静海,9
621656002,天津武清村镇银行,天津武清,9
621399025,天台民生村镇银行,天台民生,9
621399026,天长民生村镇银行,天长民生,9
621681003,铁岭农商村镇银行,铁岭农商,9
621278333,通城惠民村镇银行,通城惠民,9
621399006,潼南民生村镇银行,潼南民生,9
621356052,万州中银富登村镇银行,万州中银,9
621353007,望江新华村镇银行,望江新华,9
621353107,望江新华村镇银行,望江新华,9
621678205,威宁富民村镇银行,威宁富民,9
621650002,文昌国民村镇银行,文昌国民,9
621650102,文昌国民村镇银行,文昌国民,9
621356048,汶上中银富登村镇银行,汶上中银,9
621382057,乌兰察布市集宁包商村镇银行,乌兰察布,9
621275331,乌鲁木齐米东浦发村镇银行,乌鲁木齐,9
621382004,乌审旗包商村镇银行,乌审旗包,9
621382062,乌审旗包商村镇银行,乌审旗包,9
623587001,无为徽银村镇银行,无为徽银,9
621697873,芜湖泰寿村镇银行,芜湖泰寿,9
621653001,吴忠市滨河村镇银行,吴忠市滨,9
621635102,五家渠国民村镇银行,五家渠国,9
621356025,五莲中银富登村镇银行,五莲中银,9
621382012,武冈包商村镇银行,武冈包商,9
621382073,武冈包商村镇银行,武冈包商,9
621386001,武陟射阳村镇银行,武陟射阳,9
621382009,西乌珠穆沁包商惠丰村镇银行,西乌珠穆,9
621382051,西乌珠穆沁包商惠丰村镇银行,西乌珠穆,9
621382011,息烽包商黔隆村镇银行,息烽包商,9
621382065,息烽包商黔隆村镇银行,息烽包商,9
623530953,香河益民村镇银行,香河益民,9
623517001,襄城汇浦村镇银行,襄城汇浦,9
621356040,响水中银富登村镇银行,响水中银,9
621356021,项城中银富登村镇银行,项城中银,9
621635101,象山国民村镇银行,象山国民,9
621356038,象山中银富登村镇银行,象山中银,9
621350004,新安融兴村镇银行,新安融兴,9
623589004,新安融兴村镇银行,新安融兴,9
621382014,新都桂城村镇银行,新都桂城,9
621382069,新都桂城村镇银行,新都桂城,9
621637004,兴和汇泽村镇银行,兴和汇泽,9
621637006,兴县汇泽村镇银行,兴县汇泽,9
621689003,兴业柳银村镇银行,兴业柳银,9
621326939,修水九银村镇银行,修水九银,9
623194773,许昌新浦村镇银行,许昌新浦,9
621350001,延寿融兴村镇银行,延寿融兴,9
623589001,延寿融兴村镇银行,延寿融兴,9
621350015,偃师融兴村镇银行,偃师融兴,9
623589015,偃师融兴村镇银行,偃师融兴,9
621682109,阳谷沪农商村镇银行,阳谷沪农,9
621635120,伊犁国民村镇银行,伊犁国民,9
621382021,仪征包商村镇银行,仪征包商,9
621382064,仪征包商村镇银行,仪征包商,9
621356004,沂水中银富登村镇银行,沂水中银,9
621399011,宜都民生村镇银行,宜都民生,9
621356029,宜丰中银富登村镇银行,宜丰中银,9
621355002,宜兴阳羡村镇银行,宜兴阳羡,9
621355052,宜兴阳羡村镇银行,宜兴阳羡,9
621653007,银川掌政石银村镇银行,银川掌政,9
621635112,银海国民村镇银行,银海国民,9
623558611,鹰潭月湖恒通村镇银行,鹰潭月湖,9
621356030,颍上中银富登村镇银行,颍上中银,9
621350006,应城融兴村镇银行,应城融兴,9
623589006,应城融兴村镇银行,应城融兴,9
621659001,永清吉银村镇银行,永清吉银,9
621682206,永兴沪农商村镇银行,永兴沪农,9
623558612,余干恒通村镇银行,余干恒通,9
623504002,余杭德商村镇银行,余杭德商,9
621399022,榆林榆阳民生村镇银行,榆林榆阳,9
621350431,榆树融兴村镇银行,榆树融兴,9
623589431,榆树融兴村镇银行,榆树融兴,9
621658001,元氏信融村镇银行,元氏信融,9
621627010,云南安宁稠州村镇银行,云南安宁,9
621680004,云南大理渝农商村镇银行,云南大理,9
621680104,云南大理渝农商村镇银行,云南大理,9
621680008,云南鹤庆渝农商村镇银行,云南鹤庆,9
621680108,云南鹤庆渝农商村镇银行,云南鹤庆,9
621680011,云南香格里拉渝农商村镇银行,云南香格,9
621680111,云南香格里拉渝农商村镇银行,云南香格,9
621680006,云南祥云渝农商村镇银行,云南祥云,9
621680106,云南祥云渝农商村镇银行,云南祥云,9
621356008,枣阳中银富登村镇银行,枣阳中银,9
621275171,泽州浦发村镇银行,泽州浦发,9
621680002,张家港渝农商村镇银行,张家港渝,9
621680102,张家港渝农商村镇银行,张家港渝,9
621399018,漳浦民生村镇银行,漳浦民生,9
621628662,樟树顺银村镇银行,樟树顺银,9
621278293,长春高新惠民村镇银行,长春高新,9
621659006,长春双阳吉银村镇银行,长春双阳,9
621682202,长沙沪农商村镇银行,长沙沪农,9
621399010,长垣民生村镇银行,长垣民生,9
621092004,浙江常山联合村镇银行,浙江常山,9
621627002,浙江岱山稠州村镇银行,浙江岱山,9
621365005,浙江德清湖商村镇银行,浙江德清,9
623558618,浙江富阳恒通村镇银行,浙江富阳,9
621365011,浙江海盐湖商村镇银行,浙江海盐,9
621092002,浙江嘉善联合村镇银行,浙江嘉善,9
621365001,浙江建德湖商村镇银行,浙江建德,9
623502001,浙江缙云杭银村镇银行,浙江缙云,9
621347008,浙江景宁银座村镇银行,浙江景宁,9
621092008,浙江柯桥联合村镇银行,浙江柯桥,9
621387973,浙江兰溪越商村镇银行,浙江兰溪,9
621092003,浙江乐清联合村镇银行,浙江乐清,9
621092080,浙江乐清联合村镇银行,浙江乐清,9
621338003,浙江龙泉民泰村镇银行,浙江龙泉,9
623538001,浙江龙游义商村镇银行,浙江龙游,9
621275221,浙江平阳浦发村镇银行,浙江平阳,9
623535002,浙江庆元村镇银行,浙江庆元,9
621365012,浙江瑞安湖商村镇银行,浙江瑞安,9
621347005,浙江三门银座村镇银行,浙江三门,9
621678105,浙江上虞富民村镇银行,浙江上虞,9
621678101,浙江遂昌富民村镇银行,浙江遂昌,9
621678106,浙江台州路桥富民村镇银行,浙江台州,9
621338007,浙江桐乡民泰村镇银行,浙江桐乡,9
621092005,浙江温岭联合村镇银行,浙江温岭,9
621365006,浙江萧山湖商村镇银行,浙江萧山,9
621275201,浙江新昌浦发村镇银行,浙江新昌,9
623504004,浙江秀洲德商村镇银行,浙江秀洲,9
621092006,浙江义乌联合村镇银行,浙江义乌,9
623579001,浙江玉环永兴村镇银行,浙江玉环,9
621092001,浙江长兴联合村镇银行,浙江长兴,9
621627005,浙江舟山普陀稠州村镇银行,浙江舟山,9
621637005,正蓝旗汇泽村镇银行,正蓝旗汇,9
621399020,志丹民生村镇银行,志丹民生,9
621326763,中山小榄村镇银行,中山小榄,9
621627006,忠县稠州村镇银行,忠县稠州,9
621399013,钟祥民生村镇银行,钟祥民生,9
621275151,重庆巴南浦发村镇银行,重庆巴南,9
621627003,重庆北碚稠州村镇银行,重庆北碚,9
621350012,重庆大渡口融兴村镇银行,重庆大渡,9
621250002,重庆大足汇丰村镇银行,重庆大足,9
621250007,重庆丰都汇丰村镇银行,重庆丰都,9
621356041,重庆奉节中银富登村镇银行,重庆奉节,9
621356037,重庆合川中银富登村镇银行,重庆合川,9
621653005,重庆江津石银村镇银行,重庆江津,9
621338006,重庆九龙坡民泰村镇银行,重庆九龙,9
621653004,重庆南川石银村镇银行,重庆南川,9
621338009,重庆彭水民泰村镇银行,重庆彭水,9
621347007,重庆黔江银座村镇银行,重庆黔江,9
621250009,重庆荣昌汇丰村镇银行,重庆荣昌,9
621350019,重庆沙坪坝融兴村镇银行,重庆沙坪,9
621356022,重庆石柱中银富登村镇银行,重庆石柱,9
623589012,重庆市大渡口融兴村镇银行,重庆市大,9
621350018,重庆市酋阳融兴村镇银行,重庆市酋,9
621350019,重庆市沙坪坝融兴村镇银行,重庆市沙,9
623589019,重庆市沙坪坝融兴村镇银行,重庆市沙,9
621350008,重庆市武隆融兴村镇银行,重庆市武,9
623589008,重庆市武隆融兴村镇银行,重庆市武,9
623589018,重庆市酉阳融兴村镇银行,重庆市酉,9
621356039,重庆巫山中银富登村镇银行,重庆巫山,9
621347006,重庆渝北银座村镇银行,重庆渝北,9
621356028,重庆长寿中银富登村镇银行,重庆长寿,9
621350016,株洲县融兴村镇银行,株洲县融,9
623589016,株洲县融兴村镇银行,株洲县融,9
621382003,准格尔旗包商村镇银行,准格尔旗,9
621382061,准格尔旗包商村镇银行,准格尔旗,9
621275141,资兴浦发村镇银行,资兴浦发,9
621399007,资阳民生村镇银行,资阳民生,9
621275161,邹平浦发村镇银行,邹平浦发,9
621678212,遵义红花岗富民村镇银行,遵义红花,9
6213460026,阿拉善左旗方大村镇银行,阿拉善左,10
6235280118,安徽五河永泰村镇银行,安徽五河,10
6212781930,安平惠民村镇银行,安平惠民,10
6213470020,北京顺义银座村镇银行,北京顺义,10
6213461810,大连旅顺口蒙银村镇银行,大连旅顺,10
6231690200,东莞厚街华业村镇银行,东莞厚街,10
6230829902,广元市贵商村镇银行,广元市贵,10
6229756115,湖北仙桃京都村镇银行,湖北仙桃,10
6210920902,江苏邗江联合村镇银行,江苏邗江,10
6213471011,江西赣州银座村镇银行,江西赣州,10
6231211000,金堂汇金村镇银行,金堂汇金,10
6213462110,开鲁蒙银村镇银行,开鲁蒙银,10
6231429230,垦利乐安村镇银行,垦利乐安,10
6235935330,廊坊市广阳舜丰村镇银行,廊坊市广,10
6216870010,灵宝融丰村镇银行,灵宝融丰,10
6230515030,陵川县农村信用合作联社西关分社银行,陵川县农,10
6216300020,迁安襄隆村镇银行,迁安襄隆,10
6235932933,青岛黄岛舜丰村镇银行,青岛黄岛,10
6229756114,青岛即墨京都村镇银行,青岛即墨,10
6236783530,山东临朐聚丰村镇银行,山东临朐,10
6213500160,"深圳宝安融兴村镇银行",深圳宝安,10
6213461810,深圳龙岗鼎业村镇银行,深圳龙岗,10
6213462110,深圳龙岗鼎业村镇银行,深圳龙岗,10
6213460010,深圳龙岗鼎业村镇银行,深圳龙岗,10
6213460026,深圳龙岗鼎业村镇银行,深圳龙岗,10
6216312501,深圳坪山珠江村镇银行,深圳坪山,10
6235935430,唐山市丰南舜丰村镇银行,唐山市丰,10
6235535830,沂源博商村镇银行,沂源博商,10
6212730039,宜宾兴宜村镇银行,宜宾兴宜,10
6210920021,浙江嘉善联合村镇银行,浙江嘉善,10
6210920031,浙江乐清联合村镇银行,浙江乐清,10
6212752210,浙江平阳浦发村镇银行,浙江平阳,10
6223091100,浙商银行,浙商银行,10
6223092900,浙商银行,浙商银行,10
6223093310,浙商银行,浙商银行,10
6223093320,浙商银行,浙商银行,10
6223093330,浙商银行,浙商银行,10
6223093370,浙商银行,浙商银行,10
6223093380,浙商银行,浙商银行,10
6223096510,浙商银行,浙商银行,10
6223097910,浙商银行,浙商银行,10
6212751410,资兴浦发村镇银行,资兴浦发,10
623053,农业银行,农业银行,6
666666,浙江网商银行,浙江网商,6
